max_trim,max_sem,desv_sem,prom_bim,max_mes_anterior,prom_mes_anterior,prom_sem,max_bim,mejor_gestion,prom_trim,pc_cant_moras_30_ult_12_meses,desv_trim,nro_gestiones,desv_bim,pc_cant_moras_30_ult_3_meses,dh_cant_entradas,pc_tiem_1er_prod_abierto_total,pc_cant_moras_60_ult_12_meses,gestiones_eficaces,pc_transaccional,dh_max_dia_entradas,pc_cupo_entidad,pc_cuotas_como_ppal,dh_val_entradas,pc_cant_moras_90_ult_12_meses,dh_max_dia_salidas,pc_cant_moras_60_ult_3_meses,pc_cuota_tarjeta_de_credito,cp_inicial_menos_saldo,pc_peor_estado_act_cta_aho,dia_pago,cp_cuotas_falta,pcons_tarjeta_de_credito,pc_cifin,gestiones_prod,pcons_vehiculos_sufi,cluster_recod,dh_avg_dia_retiros_d,dmi_max_egreso_diario,cpc_max_proc_deuda,dh_cant_otros_d,pc_cont_30_lt_12m_tot_sf,pc_cant_mora90_ult_12m_total,dmi_max_ingreso_diario,dh_val_otros_d,pc_ingreso_final,dh_cant_pagos_d,dmi_ingreso_total_mes,dh_val_pagos_d,pc_gasto_familiar,pc_cuotas_pagadas,cpc_avg_proc_deuda,cpc_sum_proc_deuda,dc_porc_prod_sin_mora,pc_ingreso_rutina_con_techo,pc_saldo_prom3_tdc_entidad,dh_cant_salidas,dh_min_dia_pagos_d,pc_ingreso_por_rutina,dh_min_dia_pago_tarj_d,cp_nro_cuota,dmi_egreso_total_mes,cp_valor_inicial,dh_max_dia_otros_d,cp_cuota_sobre_saldo,dc_sum_valor_inicial,dh_cant_pago_tarj_d,dh_max_dia_pagos_d,cp_saldo_sobre_inicial,pc_mediana_nom3,cp_esta_cuota_otro,dh_max_dia_retiros_d,dh_avg_dia_entradas,dh_avg_dia_pagos_d,dh_val_salidas,dc_sum_valor_cuota,dh_min_dia_tras_d,cp_porc_valorcuot_ing,pc_ind_ajustado,dh_val_retiros_d,pc_tiem_lt_prod_abie_total,marca_info_cifin_decode,dh_max_dia_pago_tarj_d,dc_valobli_ing,pc_cantidad_tdc_entidad,dh_min_dia_otros_d,dc_cant_obligaciones,cpc_sum_nro_cuota,cpc_avg_nro_cuota,cpc_max_nro_cuota,cp_saldo,cp_cuota_sobre_inicial,cpc_sum_saldo,cp_porc_saldo_ing,gsm_mejor_gestion,dh_min_dia_nomina_c,dh_max_dia_nomina_c,cp_valor_cuota,cpc_nro_cuota_tdc,gsm_prom_dias_gest,pc_cuota_no_rot_ent,dh_val_nomina_c,banca_completa,cpc_saldo_sobre_ing,dh_min_dia_pago_cred_d,cpc_saldo_tdc,pc_cuota_de_consumo,dh_cant_tras_d,dh_max_dia_comisio_d,cpc_avg_saldo,dc_max_saldo_sf,dh_val_pago_tarj_d,pc_productos_no_rotativos_entidad,pc_saldo_no_rot_ent,pc_vi_no_rotativos_entidad,dh_min_dia_entradas,pcons_hipotecario_vivienda,gsm_mejor_gestion_3m,dh_avg_dia_salidas,llave,segmentoestructural,subsegmentoestructural,anhomes_ciclo
37,37,14.71620422,20.5,4,4,17.16666667,37,0,24,3,17.57839583,0,23.33452378,0,0,0,1,0,5058932.85,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5058932.85,0,0,0,1290027.877,343000,0,0,0,5058932.85,0,0,0,5058932.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400358.541,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38419,PYME,Pyme Pequena,201608
37,37,13.46724421,5,6,6,18.16666667,6,0,15.66666667,3,18.50225212,0,1.414213562,0,0,0,1,0,5058932.85,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5058932.85,0,0,0,1290027.877,343000,0,0,0,5058932.85,0,0,0,5058932.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400358.541,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38420,PYME,Pyme Pequena,201609
26,26,9.715966241,22,18,18,14,26,0,18.66666667,3,7.023769169,0,5.656854249,0,0,0,1,0,5058932.85,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5058932.85,0,0,0,1290027.877,343000,0,0,0,5058932.85,0,0,0,5058932.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400358.541,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38422,PYME,Pyme Pequena,201608
29,29,9.542885657,20,11,11,16.66666667,29,0,19.33333333,1,9.073771726,0,12.72792206,1,0,0,0,0,30224671.76,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,25690971,0,0,0,7556167.94,343000,0,0,0,30224671.76,0,0,0,30224671.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12544341.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38423,PYME,Pyme Pequena,201610
4,4,1.914854216,3,4,4,1.5,4,0,2,3,2,0,1.414213562,0,0,0,1,0,5058932.85,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5058932.85,0,0,0,1290027.877,343000,0,0,0,5058932.85,0,0,0,5058932.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400358.541,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38424,PYME,Pyme Pequena,201607
21,21,8.854377448,18,21,21,7,21,0,13.33333333,3,8.621678104,0,4.242640687,0,0,0,1,0,5058932.85,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5058932.85,0,0,0,1290027.877,343000,0,0,0,5058932.85,0,0,0,5058932.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400358.541,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38426,PYME,Pyme Pequena,201609
10,10,7.071067812,5,10,10,5,10,0,5,3,7.071067812,0,7.071067812,0,0,0,1,0,5058932.85,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5058932.85,0,0,0,1290027.877,343000,0,0,0,5058932.85,0,0,0,5058932.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400358.541,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38428,PYME,Pyme Pequena,201607
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,0,0,0,18936517.65,31,0,0,20448646,0,30,0,0,0,0,31,0,0,0,0,0,6,16.5625,14799391,0.944353,2,0,0,14854931,70591,16096040.01,15,20448646,1367479,4734129.413,343000,0.923692571,0.923692571,0,18936517.65,0,34,3,18936517.65,3,0,20430583,0,9,0,0,9,30,0,0,0,30,5.703703704,5.703703704,20430583,0,0,0,7744054.132,18981113,0,0,30,0,0,2,0,224,74.66666667,114,0,0,6465848,0,0,0,0,0,224,0,0,0,0,0.516978332,3,6465848,0,0,14,2155282.667,0,882000,0,0,0,2,0,0,9.710648148,38432,PYME,Pyme Pequena,201701
4,4,1.834847859,2,4,4,1.166666667,4,0,1.333333333,3,2.309401077,0,2.828427125,0,0,0,1,0,5058932.85,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5058932.85,0,0,0,1290027.877,343000,0,0,0,5058932.85,0,0,0,5058932.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400358.541,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38434,PYME,Pyme Pequena,201608
4,4,1.834847859,2,4,4,1.166666667,4,0,1.333333333,3,2.309401077,0,2.828427125,0,0,0,1,0,5058932.85,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5058932.85,0,0,0,1290027.877,343000,0,0,0,5058932.85,0,0,0,5058932.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400358.541,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38439,PYME,Pyme Pequena,201608
12,12,4.589843861,9.5,12,12,4.333333333,12,0,7.666666667,1,4.041451884,0,3.535533906,1,0,0,0,0,30224671.76,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,6,0,0,0,0,0,0,0,0,25690971,0,0,0,7556167.94,343000,0,0,0,30224671.76,0,0,0,30224671.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12544341.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38440,PYME,Pyme Pequena,201610
12,12,4.460941605,7,12,12,3.5,12,0,6,1,5.291502622,0,7.071067812,1,0,0,0,0,30224671.76,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,6,0,0,0,0,0,0,0,0,25690971,0,0,0,7556167.94,343000,0,0,0,30224671.76,0,0,0,30224671.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12544341.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38443,PYME,Pyme Pequena,201610
3,3,1.549193338,0,0,0,1,0,0,1,3,1.732050808,0,0,0,0,0,1,0,5058932.85,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5058932.85,0,0,0,1290027.877,343000,0,0,0,5058932.85,0,0,0,5058932.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400358.541,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38444,PYME,Pyme Pequena,201607
11,11,4.262237284,9,11,11,4.166666667,11,0,7.333333333,1,3.511884584,0,2.828427125,1,0,0,0,0,30224671.76,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,6,0,0,0,0,0,0,0,0,25690971,0,0,0,7556167.94,343000,0,0,0,30224671.76,0,0,0,30224671.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12544341.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38446,PYME,Pyme Pequena,201610
3,3,1.549193338,0,0,0,1,0,0,1,3,1.732050808,0,0,0,0,0,1,0,5058932.85,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5058932.85,0,0,0,1290027.877,343000,0,0,0,5058932.85,0,0,0,5058932.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400358.541,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38447,PYME,Pyme Pequena,201607
11,11,4.289522118,5.5,11,11,3,11,0,5,1,5.567764363,0,7.778174593,1,0,0,0,0,30224671.76,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,6,0,0,0,0,0,0,0,0,25690971,0,0,0,7556167.94,343000,0,0,0,30224671.76,0,0,0,30224671.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12544341.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38448,PYME,Pyme Pequena,201610
4,4,1.760681686,2,4,4,1.5,4,0,1.333333333,3,2.309401077,0,2.828427125,0,0,0,1,0,5058932.85,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5058932.85,0,0,0,1290027.877,343000,0,0,0,5058932.85,0,0,0,5058932.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400358.541,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38453,PYME,Pyme Pequena,201608
3,3,1.224744871,0,0,0,0.5,0,0,1,3,1.732050808,0,0,0,0,0,1,0,5058932.85,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5058932.85,0,0,0,1290027.877,343000,0,0,0,5058932.85,0,0,0,5058932.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400358.541,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38455,PYME,Pyme Pequena,201607
4,4,1.834847859,2,4,4,1.166666667,4,0,1.333333333,3,2.309401077,0,2.828427125,0,0,0,1,0,5058932.85,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5058932.85,0,0,0,1290027.877,343000,0,0,0,5058932.85,0,0,0,5058932.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400358.541,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38456,PYME,Pyme Pequena,201608
12,12,4.400757511,8,12,12,3.833333333,12,0,6.666666667,1,4.618802154,0,5.656854249,1,0,0,0,0,30224671.76,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,6,0,0,0,0,0,0,0,0,25690971,0,0,0,7556167.94,343000,0,0,0,30224671.76,0,0,0,30224671.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12544341.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38457,PYME,Pyme Pequena,201610
4,4,1.834847859,2,4,4,1.166666667,4,0,1.333333333,3,2.309401077,0,2.828427125,0,0,0,1,0,5058932.85,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5058932.85,0,0,0,1290027.877,343000,0,0,0,5058932.85,0,0,0,5058932.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400358.541,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38459,PYME,Pyme Pequena,201608
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,5058932.85,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5058932.85,0,0,0,1290027.877,343000,0,0,0,5058932.85,0,0,0,5058932.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400358.541,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38464,PYME,Pyme Pequena,201607
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,5058932.85,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5058932.85,0,0,0,1290027.877,343000,0,0,0,5058932.85,0,0,0,5058932.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400358.541,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38466,PYME,Pyme Pequena,201607
4,4,2,2,4,4,1,4,0,1.333333333,3,2.309401077,0,2.828427125,0,0,0,1,0,5058932.85,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5058932.85,0,0,0,1290027.877,343000,0,0,0,5058932.85,0,0,0,5058932.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400358.541,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38467,PYME,Pyme Pequena,201608
